'15:54:49.38',15:54:49.38',15:54:49
'15:54:50.38',15:54:50.38',15:54:50
'15:54:51.39',15:54:51.39',15:54:51
'15:54:52.39',15:54:52.39',15:54:52
'15:54:53.39',15:54:53.39',15:54:53
'15:54:54.40',15:54:54.40',15:54:54
'15:54:55.40',15:54:55.40',15:54:55
'15:54:56.40',15:54:56.40',15:54:56
'15:54:57.40',15:54:57.40',15:54:57
'15:54:58.41',15:54:58.41',15:54:58
'15:54:59.41',15:54:59.41',15:54:59
'15:55:00.43',15:55:00.43',15:55:00
'15:55:01.44',15:55:01.44',15:55:01
'15:55:02.44',15:55:02.44',15:55:02
'15:55:03.44',15:55:03.44',15:55:03
'15:55:04.45',15:55:04.45',15:55:04
'15:55:05.45',15:55:05.45',15:55:05
'15:55:06.45',15:55:06.45',15:55:06
'15:55:07.45',15:55:07.45',15:55:07
'15:55:08.45',15:55:08.45',15:55:08
'15:55:09.45',15:55:09.45',15:55:09
'15:55:10.45',15:55:10.45',15:55:10
'15:55:11.45',15:55:11.45',15:55:11
'15:55:12.45',15:55:12.45',15:55:12
'15:55:13.47',15:55:13.47',15:55:13
'15:55:14.47',15:55:14.47',15:55:14
'15:55:15.47',15:55:15.47',15:55:15
'15:55:16.47',15:55:16.47',15:55:16
'15:55:17.48',15:55:17.48',15:55:17
'15:55:18.49',15:55:18.49',15:55:18
'15:55:19.51',15:55:19.51',15:55:19
'15:55:20.51',15:55:20.51',15:55:20
'15:55:21.51',15:55:21.51',15:55:21
'15:55:22.51',15:55:22.51',15:55:22
'15:55:23.51',15:55:23.51',15:55:23
'15:55:24.51',15:55:24.51',15:55:24
'15:55:25.52',15:55:25.52',15:55:25
'15:55:26.54',15:55:26.54',15:55:26
'15:55:27.55',15:55:27.55',15:55:27
'15:55:28.55',15:55:28.55',15:55:28
'15:55:29.55',15:55:29.55',15:55:29
'15:55:30.55',15:55:30.55',15:55:30
'15:55:31.55',15:55:31.55',15:55:31
'15:55:32.56',15:55:32.56',15:55:32
'15:55:33.57',15:55:33.57',15:55:33
'15:55:34.57',15:55:34.57',15:55:34
'15:55:35.57',15:55:35.57',15:55:35
'15:55:36.57',15:55:36.57',15:55:36
'15:55:37.59',15:55:37.59',15:55:37
'15:55:38.59',15:55:38.59',15:55:38
'15:55:39.59',15:55:39.59',15:55:39
'15:55:40.60',15:55:40.60',15:55:40
'15:55:41.60',15:55:41.60',15:55:41
'15:55:42.60',15:55:42.60',15:55:42
'15:55:43.62',15:55:43.62',15:55:43
'15:55:44.62',15:55:44.62',15:55:44
'15:55:45.62',15:55:45.62',15:55:45
'15:55:46.63',15:55:46.63',15:55:46
'15:55:47.63',15:55:47.63',15:55:47
'15:55:48.63',15:55:48.63',15:55:48
'15:55:49.63',15:55:49.63',15:55:49
'15:55:50.65',15:55:50.65',15:55:50
'15:55:51.65',15:55:51.65',15:55:51
'15:55:52.66',15:55:52.66',15:55:52
'15:55:53.66',15:55:53.66',15:55:53
'15:55:54.66',15:55:54.66',15:55:54
'15:55:55.67',15:55:55.67',15:55:55
'15:55:56.67',15:55:56.67',15:55:56
'15:55:57.67',15:55:57.67',15:55:57
'15:55:58.67',15:55:58.67',15:55:58
'15:55:59.67',15:55:59.67',15:55:59
'15:56:00.68',15:56:00.68',15:56:00
'15:56:01.69',15:56:01.69',15:56:01
'15:56:02.70',15:56:02.70',15:56:02
'15:56:03.70',15:56:03.70',15:56:03
'15:56:04.70',15:56:04.70',15:56:04
'15:56:05.70',15:56:05.70',15:56:05
'15:56:06.70',15:56:06.70',15:56:06
'15:56:07.70',15:56:07.70',15:56:07
'15:56:08.71',15:56:08.71',15:56:08
'15:56:09.71',15:56:09.71',15:56:09
'15:56:10.73',15:56:10.73',15:56:10
'15:56:11.73',15:56:11.73',15:56:11
'15:56:12.74',15:56:12.74',15:56:12
'15:56:13.75',15:56:13.75',15:56:13
'15:56:14.75',15:56:14.75',15:56:14
'15:56:15.76',15:56:15.76',15:56:15
'15:56:16.76',15:56:16.76',15:56:16
'15:56:17.76',15:56:17.76',15:56:17
'15:56:18.76',15:56:18.76',15:56:18
'15:56:19.78',15:56:19.78',15:56:19
'15:56:20.79',15:56:20.79',15:56:20
'15:56:21.79',15:56:21.79',15:56:21
'15:56:22.79',15:56:22.79',15:56:22
'15:56:23.79',15:56:23.79',15:56:23
'15:56:24.79',15:56:24.79',15:56:24
'15:56:25.79',15:56:25.79',15:56:25
'15:56:26.79',15:56:26.79',15:56:26
'15:56:27.79',15:56:27.79',15:56:27
'15:56:28.80',15:56:28.80',15:56:28
'15:56:29.81',15:56:29.81',15:56:29
'15:56:30.81',15:56:30.81',15:56:30
'15:56:31.81',15:56:31.81',15:56:31
'15:56:32.81',15:56:32.81',15:56:32
'15:56:33.81',15:56:33.81',15:56:33
'15:56:34.81',15:56:34.81',15:56:34
'15:56:35.82',15:56:35.82',15:56:35
'15:56:36.84',15:56:36.84',15:56:36
'15:56:37.86',15:56:37.86',15:56:37
'15:56:38.86',15:56:38.86',15:56:38
'15:56:39.86',15:56:39.86',15:56:39
'15:56:40.86',15:56:40.86',15:56:40
'15:56:41.86',15:56:41.86',15:56:41
'15:56:42.86',15:56:42.86',15:56:42
'15:56:43.87',15:56:43.87',15:56:43
'15:56:44.87',15:56:44.87',15:56:44
'15:56:45.87',15:56:45.87',15:56:45
'15:56:46.88',15:56:46.88',15:56:46
'15:56:47.88',15:56:47.88',15:56:47
'15:56:48.88',15:56:48.88',15:56:48
'15:56:49.89',15:56:49.89',15:56:49
'15:56:50.89',15:56:50.89',15:56:50
'15:56:51.89',15:56:51.89',15:56:51
'15:56:52.89',15:56:52.89',15:56:52
'15:56:53.89',15:56:53.89',15:56:53
'15:56:54.89',15:56:54.89',15:56:54
'15:56:55.90',15:56:55.90',15:56:55
'15:56:56.91',15:56:56.91',15:56:56
'15:56:57.92',15:56:57.92',15:56:57
'15:56:58.92',15:56:58.92',15:56:58
'15:56:59.92',15:56:59.92',15:56:59
'15:57:00.92',15:57:00.92',15:57:00
'15:57:01.92',15:57:01.92',15:57:01
'15:57:02.93',15:57:02.93',15:57:02
'15:57:03.93',15:57:03.93',15:57:03
'15:57:04.93',15:57:04.93',15:57:04
'15:57:05.94',15:57:05.94',15:57:05
'15:57:06.95',15:57:06.95',15:57:06
'15:57:07.95',15:57:07.95',15:57:07
'15:57:08.96',15:57:08.96',15:57:08
'15:57:09.96',15:57:09.96',15:57:09
'15:57:10.96',15:57:10.96',15:57:10
'15:57:11.97',15:57:11.97',15:57:11
'15:57:12.98',15:57:12.98',15:57:12
'15:57:13.99',15:57:13.99',15:57:13
'15:57:14.99',15:57:14.99',15:57:14
'15:57:15.99',15:57:15.99',15:57:15
'15:57:16.99',15:57:16.99',15:57:16
'15:57:17.00',15:57:17.00',15:57:17
'15:57:22.81',15:57:22.81',15:57:22
'15:57:23.82',15:57:23.82',15:57:23
'15:57:24.82',15:57:24.82',15:57:24
'15:57:25.83',15:57:25.83',15:57:25
'15:57:26.83',15:57:26.83',15:57:26
'15:57:27.83',15:57:27.83',15:57:27
'15:57:28.84',15:57:28.84',15:57:28
'15:57:33.87',15:57:33.87',15:57:33
'15:57:34.87',15:57:34.87',15:57:34
'15:57:35.87',15:57:35.87',15:57:35
'15:57:36.87',15:57:36.87',15:57:36
'15:57:37.88',15:57:37.88',15:57:37
'15:57:38.88',15:57:38.88',15:57:38
'15:57:39.88',15:57:39.88',15:57:39
'15:57:40.88',15:57:40.88',15:57:40
'15:57:41.88',15:57:41.88',15:57:41
'15:57:42.89',15:57:42.89',15:57:42
'15:57:43.90',15:57:43.90',15:57:43
'15:57:44.91',15:57:44.91',15:57:44
'15:57:45.93',15:57:45.93',15:57:45
'15:57:46.93',15:57:46.93',15:57:46
'15:57:47.93',15:57:47.93',15:57:47
'15:57:48.93',15:57:48.93',15:57:48
'15:57:49.93',15:57:49.93',15:57:49
'15:57:50.93',15:57:50.93',15:57:50
'15:57:51.93',15:57:51.93',15:57:51
'15:57:52.94',15:57:52.94',15:57:52
'15:57:53.94',15:57:53.94',15:57:53
'15:57:54.94',15:57:54.94',15:57:54
'15:57:55.94',15:57:55.94',15:57:55
'15:57:57.34',15:57:57.34',15:57:57
'15:57:58.34',15:57:58.34',15:57:58
'15:57:59.36',15:57:59.36',15:57:59
'15:58:00.37',15:58:00.37',15:58:00
'15:58:01.37',15:58:01.37',15:58:01
'15:58:02.37',15:58:02.37',15:58:02
'15:58:03.37',15:58:03.37',15:58:03
'15:58:04.37',15:58:04.37',15:58:04
'15:58:05.38',15:58:05.38',15:58:05
'15:58:06.39',15:58:06.39',15:58:06
'15:58:07.40',15:58:07.40',15:58:07
'15:58:08.40',15:58:08.40',15:58:08
'15:58:10.85',15:58:10.85',15:58:10
'15:58:11.86',15:58:11.86',15:58:11
'15:58:13.20',15:58:13.20',15:58:13
'15:58:14.51',15:58:14.51',15:58:14
'15:58:15.52',15:58:15.52',15:58:15
'15:58:16.52',15:58:16.52',15:58:16
'15:58:17.61',15:58:17.61',15:58:17
'15:58:18.61',15:58:18.61',15:58:18
'15:58:19.61',15:58:19.61',15:58:19
'15:58:20.62',15:58:20.62',15:58:20
'15:58:21.62',15:58:21.62',15:58:21
'15:58:22.62',15:58:22.62',15:58:22
'15:58:23.62',15:58:23.62',15:58:23
'15:58:24.63',15:58:24.63',15:58:24
'15:58:25.64',15:58:25.64',15:58:25
'15:58:26.64',15:58:26.64',15:58:26
'15:58:27.66',15:58:27.66',15:58:27
'15:58:28.66',15:58:28.66',15:58:28
'15:58:29.66',15:58:29.66',15:58:29
'15:58:30.66',15:58:30.66',15:58:30
'15:59:31.45',15:59:31.45',15:59:31
'15:59:32.45',15:59:32.45',15:59:32
'15:59:33.45',15:59:33.45',15:59:33
'15:59:34.47',15:59:34.47',15:59:34
'15:59:35.47',15:59:35.47',15:59:35
'15:59:36.48',15:59:36.48',15:59:36
'15:59:37.48',15:59:37.48',15:59:37
'15:59:38.48',15:59:38.48',15:59:38
'15:59:39.48',15:59:39.48',15:59:39
'15:59:40.48',15:59:40.48',15:59:40
'15:59:41.49',15:59:41.49',15:59:41
'15:59:42.49',15:59:42.49',15:59:42
'15:59:43.50',15:59:43.50',15:59:43
'15:59:44.51',15:59:44.51',15:59:44
'15:59:45.51',15:59:45.51',15:59:45
'15:59:46.51',15:59:46.51',15:59:46
'15:59:47.51',15:59:47.51',15:59:47
'15:59:48.52',15:59:48.52',15:59:48
'15:59:49.52',15:59:49.52',15:59:49
'15:59:50.52',15:59:50.52',15:59:50
'15:59:51.54',15:59:51.54',15:59:51
'15:59:52.54',15:59:52.54',15:59:52
'15:59:53.54',15:59:53.54',15:59:53
'15:59:54.54',15:59:54.54',15:59:54
'15:59:55.54',15:59:55.54',15:59:55
'15:59:56.54',15:59:56.54',15:59:56
'15:59:57.55',15:59:57.55',15:59:57
'15:59:58.55',15:59:58.55',15:59:58
'15:59:59.55',15:59:59.55',15:59:59
'16:00:00.55',16:00:00.55',16:00:00
'16:00:01.55',16:00:01.55',16:00:01
'16:00:02.55',16:00:02.55',16:00:02
'16:00:03.55',16:00:03.55',16:00:03
'16:00:04.55',16:00:04.55',16:00:04
'16:00:05.56',16:00:05.56',16:00:05
'16:00:06.57',16:00:06.57',16:00:06
'16:00:07.57',16:00:07.57',16:00:07
'16:00:08.57',16:00:08.57',16:00:08
'16:00:09.57',16:00:09.57',16:00:09
'16:00:10.57',16:00:10.57',16:00:10
'16:00:11.57',16:00:11.57',16:00:11
'16:00:12.58',16:00:12.58',16:00:12
'16:00:13.58',16:00:13.58',16:00:13
'16:00:14.58',16:00:14.58',16:00:14
'16:00:15.58',16:00:15.58',16:00:15
'16:00:16.59',16:00:16.59',16:00:16
'16:00:17.61',16:00:17.61',16:00:17
'16:00:18.61',16:00:18.61',16:00:18
'16:00:19.61',16:00:19.61',16:00:19
'16:00:20.61',16:00:20.61',16:00:20
'16:00:21.61',16:00:21.61',16:00:21
'16:00:22.61',16:00:22.61',16:00:22
'16:00:23.61',16:00:23.61',16:00:23
'16:00:24.61',16:00:24.61',16:00:24
'16:00:25.62',16:00:25.62',16:00:25
'16:00:26.62',16:00:26.62',16:00:26
'16:00:27.62',16:00:27.62',16:00:27
'16:00:28.62',16:00:28.62',16:00:28
'16:00:29.62',16:00:29.62',16:00:29
'16:00:30.62',16:00:30.62',16:00:30
'16:00:31.63',16:00:31.63',16:00:31
'16:00:32.63',16:00:32.63',16:00:32
'16:00:33.63',16:00:33.63',16:00:33
'16:00:34.63',16:00:34.63',16:00:34
'16:00:35.63',16:00:35.63',16:00:35
'16:00:36.64',16:00:36.64',16:00:36
'16:00:37.64',16:00:37.64',16:00:37
'16:00:38.64',16:00:38.64',16:00:38
'16:00:39.64',16:00:39.64',16:00:39
'16:00:40.65',16:00:40.65',16:00:40
'16:00:41.65',16:00:41.65',16:00:41
'16:00:42.65',16:00:42.65',16:00:42
'16:00:43.67',16:00:43.67',16:00:43
'16:00:44.67',16:00:44.67',16:00:44
'16:00:45.68',16:00:45.68',16:00:45
'16:00:46.68',16:00:46.68',16:00:46
'16:00:47.68',16:00:47.68',16:00:47
'16:00:48.70',16:00:48.70',16:00:48
'16:00:49.70',16:00:49.70',16:00:49
'16:00:50.71',16:00:50.71',16:00:50
'16:00:51.72',16:00:51.72',16:00:51
'16:00:52.73',16:00:52.73',16:00:52
'16:00:53.73',16:00:53.73',16:00:53
'16:00:54.73',16:00:54.73',16:00:54
'16:00:55.73',16:00:55.73',16:00:55
'16:00:56.73',16:00:56.73',16:00:56
'16:00:57.73',16:00:57.73',16:00:57
'16:00:58.73',16:00:58.73',16:00:58
'16:00:59.75',16:00:59.75',16:00:59
'16:01:00.76',16:01:00.76',16:01:00
'16:01:01.76',16:01:01.76',16:01:01
'16:01:02.76',16:01:02.76',16:01:02
'16:01:03.76',16:01:03.76',16:01:03
'16:01:04.76',16:01:04.76',16:01:04
'16:01:05.77',16:01:05.77',16:01:05
'16:01:06.79',16:01:06.79',16:01:06
'16:01:07.79',16:01:07.79',16:01:07
'16:01:08.79',16:01:08.79',16:01:08
'16:01:09.79',16:01:09.79',16:01:09
'16:01:10.79',16:01:10.79',16:01:10
'16:01:11.79',16:01:11.79',16:01:11
'16:01:12.79',16:01:12.79',16:01:12
'16:01:13.82',16:01:13.82',16:01:13
'16:01:14.82',16:01:14.82',16:01:14
'16:01:15.82',16:01:15.82',16:01:15
'16:01:16.82',16:01:16.82',16:01:16
'16:01:17.82',16:01:17.82',16:01:17
'16:01:18.82',16:01:18.82',16:01:18
'16:01:19.82',16:01:19.82',16:01:19
'16:01:20.84',16:01:20.84',16:01:20
'16:01:21.85',16:01:21.85',16:01:21
'16:01:22.85',16:01:22.85',16:01:22
'16:01:23.85',16:01:23.85',16:01:23
'16:01:24.85',16:01:24.85',16:01:24
'16:01:25.85',16:01:25.85',16:01:25
'16:01:26.86',16:01:26.86',16:01:26
'16:01:27.86',16:01:27.86',16:01:27
'16:01:28.86',16:01:28.86',16:01:28
'16:01:29.86',16:01:29.86',16:01:29
'16:01:30.87',16:01:30.87',16:01:30
'16:01:31.88',16:01:31.88',16:01:31
'16:01:32.88',16:01:32.88',16:01:32
'16:01:33.88',16:01:33.88',16:01:33
'16:01:34.89',16:01:34.89',16:01:34
'16:01:35.89',16:01:35.89',16:01:35
'16:01:36.89',16:01:36.89',16:01:36
'16:01:37.91',16:01:37.91',16:01:37
'16:01:38.92',16:01:38.92',16:01:38
'16:01:39.92',16:01:39.92',16:01:39
'16:01:40.93',16:01:40.93',16:01:40
'16:01:41.93',16:01:41.93',16:01:41
'16:01:42.93',16:01:42.93',16:01:42
'16:01:43.93',16:01:43.93',16:01:43
'16:01:44.94',16:01:44.94',16:01:44
'16:01:45.94',16:01:45.94',16:01:45
'16:01:46.95',16:01:46.95',16:01:46
'16:01:47.95',16:01:47.95',16:01:47
'16:01:48.96',16:01:48.96',16:01:48
'16:01:49.97',16:01:49.97',16:01:49
'16:01:50.97',16:01:50.97',16:01:50
'16:01:51.97',16:01:51.97',16:01:51
'16:01:52.97',16:01:52.97',16:01:52
'16:01:53.99',16:01:53.99',16:01:53
'16:01:55.00',16:01:55.00',16:01:55
'16:01:56.01',16:01:56.01',16:01:56
'16:01:57.01',16:01:57.01',16:01:57
'16:01:58.01',16:01:58.01',16:01:58
'16:01:59.01',16:01:59.01',16:01:59
'16:02:00.01',16:02:00.01',16:02:00
'16:02:01.02',16:02:01.02',16:02:01
'16:02:02.04',16:02:02.04',16:02:02
'16:02:03.04',16:02:03.04',16:02:03
'16:02:04.04',16:02:04.04',16:02:04
'16:02:05.04',16:02:05.04',16:02:05
'16:02:06.04',16:02:06.04',16:02:06
'16:02:07.04',16:02:07.04',16:02:07
'16:02:08.04',16:02:08.04',16:02:08
'16:02:09.04',16:02:09.04',16:02:09
'16:02:10.05',16:02:10.05',16:02:10
'16:02:11.05',16:02:11.05',16:02:11
'16:02:12.06',16:02:12.06',16:02:12
'16:02:13.06',16:02:13.06',16:02:13
'16:02:14.06',16:02:14.06',16:02:14
'16:02:15.06',16:02:15.06',16:02:15
'16:02:16.06',16:02:16.06',16:02:16
'16:02:17.07',16:02:17.07',16:02:17
'16:02:18.09',16:02:18.09',16:02:18
'16:02:19.09',16:02:19.09',16:02:19
'16:02:20.09',16:02:20.09',16:02:20
'16:02:21.10',16:02:21.10',16:02:21
'16:02:22.10',16:02:22.10',16:02:22
'16:02:23.11',16:02:23.11',16:02:23
'16:02:24.11',16:02:24.11',16:02:24
'16:02:25.11',16:02:25.11',16:02:25
'16:02:26.11',16:02:26.11',16:02:26
'16:02:27.12',16:02:27.12',16:02:27
'16:02:28.13',16:02:28.13',16:02:28
'16:02:29.13',16:02:29.13',16:02:29
'16:02:30.14',16:02:30.14',16:02:30
'16:02:31.14',16:02:31.14',16:02:31
'16:02:32.14',16:02:32.14',16:02:32
'16:02:33.14',16:02:33.14',16:02:33
'16:02:34.16',16:02:34.16',16:02:34
'16:02:35.17',16:02:35.17',16:02:35
'16:02:36.17',16:02:36.17',16:02:36
'16:02:37.18',16:02:37.18',16:02:37
'16:02:38.18',16:02:38.18',16:02:38
'16:02:39.18',16:02:39.18',16:02:39
'16:02:40.18',16:02:40.18',16:02:40
'16:02:41.19',16:02:41.19',16:02:41
'16:02:42.20',16:02:42.20',16:02:42
'16:02:43.20',16:02:43.20',16:02:43
'16:02:44.20',16:02:44.20',16:02:44
'16:02:45.21',16:02:45.21',16:02:45
'16:02:46.21',16:02:46.21',16:02:46
'16:02:47.21',16:02:47.21',16:02:47
'16:02:48.23',16:02:48.23',16:02:48
'16:02:49.25',16:02:49.25',16:02:49
'16:02:50.25',16:02:50.25',16:02:50
'16:02:51.25',16:02:51.25',16:02:51
'16:02:52.26',16:02:52.26',16:02:52
'16:02:53.26',16:02:53.26',16:02:53
'16:02:54.26',16:02:54.26',16:02:54
'16:02:55.26',16:02:55.26',16:02:55
'16:02:56.26',16:02:56.26',16:02:56
'16:02:57.27',16:02:57.27',16:02:57
'16:02:58.29',16:02:58.29',16:02:58
'16:02:59.29',16:02:59.29',16:02:59
'16:03:00.29',16:03:00.29',16:03:00
'16:03:01.29',16:03:01.29',16:03:01
'16:03:02.29',16:03:02.29',16:03:02
'16:03:03.29',16:03:03.29',16:03:03
'16:03:04.31',16:03:04.31',16:03:04
'16:03:05.32',16:03:05.32',16:03:05
'16:03:06.32',16:03:06.32',16:03:06
'16:03:07.32',16:03:07.32',16:03:07
'16:03:08.32',16:03:08.32',16:03:08
'16:03:09.32',16:03:09.32',16:03:09
'16:03:10.32',16:03:10.32',16:03:10
'16:03:11.32',16:03:11.32',16:03:11
'16:03:12.32',16:03:12.32',16:03:12
'16:03:13.33',16:03:13.33',16:03:13
'16:03:14.34',16:03:14.34',16:03:14
'16:03:15.35',16:03:15.35',16:03:15
'16:03:16.35',16:03:16.35',16:03:16
'16:03:17.35',16:03:17.35',16:03:17
'16:03:18.36',16:03:18.36',16:03:18
'16:03:19.36',16:03:19.36',16:03:19
'16:03:20.36',16:03:20.36',16:03:20
'16:03:21.38',16:03:21.38',16:03:21
'16:03:22.39',16:03:22.39',16:03:22
'16:03:23.39',16:03:23.39',16:03:23
'16:03:24.39',16:03:24.39',16:03:24
'16:03:25.39',16:03:25.39',16:03:25
'16:03:26.39',16:03:26.39',16:03:26
'16:03:27.40',16:03:27.40',16:03:27
'16:03:28.40',16:03:28.40',16:03:28
'16:03:29.41',16:03:29.41',16:03:29
'16:03:30.41',16:03:30.41',16:03:30
'16:03:31.42',16:03:31.42',16:03:31
'16:03:32.43',16:03:32.43',16:03:32
'16:03:33.43',16:03:33.43',16:03:33
'16:03:34.43',16:03:34.43',16:03:34
'16:03:35.43',16:03:35.43',16:03:35
'16:03:36.43',16:03:36.43',16:03:36
'16:03:37.43',16:03:37.43',16:03:37
'16:03:38.44',16:03:38.44',16:03:38
'16:03:39.45',16:03:39.45',16:03:39
'16:03:40.45',16:03:40.45',16:03:40
'16:03:41.45',16:03:41.45',16:03:41
'16:03:42.45',16:03:42.45',16:03:42
'16:03:43.45',16:03:43.45',16:03:43
'16:03:44.45',16:03:44.45',16:03:44
'16:03:45.45',16:03:45.45',16:03:45
'16:03:46.45',16:03:46.45',16:03:46
'16:03:47.46',16:03:47.46',16:03:47
'16:03:48.46',16:03:48.46',16:03:48
'16:03:49.47',16:03:49.47',16:03:49
'16:03:50.47',16:03:50.47',16:03:50
'16:03:51.47',16:03:51.47',16:03:51
'16:03:52.47',16:03:52.47',16:03:52
'16:03:53.48',16:03:53.48',16:03:53
'16:03:54.50',16:03:54.50',16:03:54
'16:03:55.50',16:03:55.50',16:03:55
'16:03:56.50',16:03:56.50',16:03:56
'16:03:57.50',16:03:57.50',16:03:57
'16:03:58.50',16:03:58.50',16:03:58
'16:03:59.50',16:03:59.50',16:03:59
'16:04:00.50',16:04:00.50',16:04:00
'16:04:01.53',16:04:01.53',16:04:01
'16:04:02.53',16:04:02.53',16:04:02
'16:04:03.53',16:04:03.53',16:04:03
'16:04:05.25',16:04:05.25',16:04:05
'16:04:06.26',16:04:06.26',16:04:06
'16:04:07.27',16:04:07.27',16:04:07
'16:04:08.28',16:04:08.28',16:04:08
'16:04:09.29',16:04:09.29',16:04:09
'16:04:10.29',16:04:10.29',16:04:10
'16:04:11.29',16:04:11.29',16:04:11
'16:04:12.29',16:04:12.29',16:04:12
'16:04:13.29',16:04:13.29',16:04:13
'16:04:14.29',16:04:14.29',16:04:14
'16:04:15.30',16:04:15.30',16:04:15
'16:04:16.32',16:04:16.32',16:04:16
'16:04:17.32',16:04:17.32',16:04:17
'16:04:18.32',16:04:18.32',16:04:18
'16:04:19.32',16:04:19.32',16:04:19
'16:04:20.32',16:04:20.32',16:04:20
'16:04:21.32',16:04:21.32',16:04:21
'16:04:22.32',16:04:22.32',16:04:22
'16:04:23.33',16:04:23.33',16:04:23
'16:04:24.33',16:04:24.33',16:04:24
'16:04:25.33',16:04:25.33',16:04:25
'16:04:26.34',16:04:26.34',16:04:26
'16:04:27.34',16:04:27.34',16:04:27
'16:04:30.40',16:04:30.40',16:04:30
'16:04:31.98',16:04:31.98',16:04:31
'16:04:32.98',16:04:32.98',16:04:32
'16:04:33.98',16:04:33.98',16:04:33
